seq_name,primary_matches,potential_primaries,control_matches,potential_controls,rate_ratio,fisher_p
A6.LV.1999.99LV_HET008_1999_V3.EU702625,3.0,25.0,5.0,29.0,0.70,0.821409
02_AG.LV.1999.99LV_HET005_1999_V3.EU702622,4.0,25.0,5.0,29.0,0.93,0.684446
A6.LV.1999.99LV_HET003_1999_V3.EU702621,3.0,25.0,5.0,28.0,0.67,0.835578
A6.LV.2005.05LV_S2100_2005_v3_A1.FJ429445,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2005.05LV_HET_S2095_2005_v3_A1.FJ429441,2.0,26.0,9.0,28.0,0.24,0.996211
A6.LV.2005.05LV_S2034_2005_v3_A1.FJ429411,3.0,25.0,6.0,29.0,0.58,0.889891
A6.LV.2005.05LV_HET_S2033_2005_v3_A1.FJ429410,3.0,25.0,5.0,28.0,0.67,0.835578
A6.LV.2005.05LV_S2030_2005_v3_A1.FJ429407,3.0,25.0,5.0,29.0,0.70,0.821409
A6.LV.2005.05LV_S2020_2005_v3_A1.FJ429400,3.0,25.0,6.0,28.0,0.56,0.900754
A6.LV.2005.05LV_IDU_S2011_2005_v3_A1.FJ429397,2.0,24.0,7.0,29.0,0.35,0.974495
B.SE.1996.P4a_19960607.GU204934,16.0,297.0,25.0,280.0,0.60,0.965703
01_AE.FI.2005.FIN05965.GU223061,2.0,27.0,8.0,26.0,0.24,0.995401
01_AE.FI.2003.FIN031777.GU223047,3.0,25.0,7.0,28.0,0.48,0.942652
01_AE.FI.2003.FIN031019.GU223045,3.0,27.0,7.0,27.0,0.43,0.961797
01_AE.FI.2002.FIN023118.GU223042,2.0,27.0,8.0,27.0,0.25,0.99436
01_AE.FI.2002.FIN021523.GU223039,3.0,28.0,9.0,26.0,0.31,0.993488
01_AE.FI.2001.FIN01197.GU223024,2.0,26.0,7.0,27.0,0.30,0.985917
01_AE.FI.2001.FIN011931.GU223023,4.0,28.0,9.0,26.0,0.41,0.981409
01_AE.FI.2000.FIN00711.GU223019,3.0,26.0,7.0,24.0,0.40,0.97323
01_AE.FI.1999.FIN991797.GU222998,3.0,27.0,9.0,27.0,0.33,0.99029
01_AE.SE.2006.P125_35761.GU222952,3.0,27.0,7.0,26.0,0.41,0.967279
01_AE.SE.2006.P122_35758.GU222949,4.0,28.0,7.0,26.0,0.53,0.93256
01_AE.SE.2006.P121_35755.GU222948,3.0,26.0,8.0,28.0,0.40,0.972761
01_AE.SE.2006.P120_35751.GU222947,4.0,28.0,7.0,26.0,0.53,0.93256
B.SE.2006.P109_35757.GU222936,3.0,24.0,3.0,30.0,1.25,0.551724
B.SE.2005.P101_35736.GU222928,0.0,24.0,3.0,30.0,0.00,1
B.SE.2005.P100_35735.GU222927,1.0,26.0,3.0,28.0,0.36,0.935257
B.SE.2005.P96_35731.GU222923,2.0,26.0,2.0,27.0,1.04,0.680355
B.SE.2005.P95_35730.GU222922,5.0,26.0,6.0,28.0,0.90,0.703416
A1.KE.-.PP133A_A0234_gconB25s1.HQ423996,12.0,103.0,13.0,93.0,0.83,0.75887
A1.KE.-.PP88B_A0029_gconB15s1.HQ423991,12.0,107.0,14.0,97.0,0.78,0.815538
D.UG.-.PP35A_A0874_gconBr1s1.HQ423935,9.0,105.0,12.0,107.0,0.76,0.808685
D.UG.-.SC6B_B0145_GCON_BKG17.HQ423926,6.0,101.0,12.0,103.0,0.51,0.955226
D.KE.-.PP48B_A0485_Gcon_B8.HQ423909,12.0,106.0,10.0,105.0,1.19,0.4204
C.ZA.-.PP91A_B0722gconB15.HQ423843,9.0,102.0,8.0,96.0,1.06,0.552629
A1.KE.-.PP120A_A0272gconB22.HQ423800,16.0,108.0,14.0,95.0,1.01,0.573427
C.BW.-.PP36A_A0516_Econ_b6_5.JF294942,5.0,36.0,9.0,42.0,0.65,0.877725
A1.KE.-.PP133B_B0309_ENV_22.JF294940,2.0,34.0,11.0,51.0,0.27,0.992049
C.ZA.-.PP56A_A1000_ECX4_B7.JF294681,5.0,37.0,12.0,44.0,0.50,0.965035
C.ZA.-.PP97A_B0639_econB15.JF294662,4.0,36.0,10.0,43.0,0.48,0.958104
C.ZA.-.PP2B_A0252_econBr1S1.JF294576,4.0,36.0,9.0,43.0,0.53,0.932169
D.UG.-.PP35B_A0654_ECX18.JF294574,3.0,35.0,8.0,46.0,0.49,0.933065
A1.UG.-.PP103A_B0248_Econ_b16_22.JF294537,2.0,35.0,10.0,46.0,0.26,0.992848
C.ZA.-.PP3A_A0811_esm16B4.JF294530,5.0,35.0,12.0,46.0,0.55,0.943639
A1.KE.-.PP116A_A0352_econB22.JF294445,2.0,41.0,8.0,44.0,0.27,0.989918
A1.KE.-.PP133B_B0309_ENV_26.JF294354,2.0,37.0,11.0,53.0,0.26,0.993482
C.BW.-.PP36A_A0516_Econ_b6_11.JF294346,5.0,41.0,9.0,40.0,0.54,0.936607
C.BW.-.PP36A_A0516_Econ_b6_23.JF293928,2.0,36.0,10.0,41.0,0.23,0.99669
A1.KE.-.PP41A_B0674_econB7original.JF293898,2.0,36.0,10.0,44.0,0.24,0.995067
C.BW.-.PP36A_A0516_Econ_b6_20.JF293857,4.0,36.0,9.0,40.0,0.49,0.949439
C.BW.-.PP36A_A0516_ECX8B6.JF293744,5.0,37.0,9.0,44.0,0.66,0.868618
C.ZM.-.PP7A_A0064_ecxBr1s6.JF293725,4.0,38.0,10.0,44.0,0.46,0.962881
A1.UG.-.PP103A_B0248_Econ_b16_35.JF293707,2.0,35.0,10.0,46.0,0.26,0.992848
C.BW.-.PP36A_A0516_Econ_b6_21.JF293688,4.0,35.0,9.0,42.0,0.53,0.931481
A1.UG.-.PP103A_B0248_Econ_b16_20.JF293684,2.0,35.0,10.0,46.0,0.26,0.992848
C.UG.-.SC4A_A0337_econB17.JF293681,1.0,36.0,11.0,45.0,0.11,0.999593
C.BW.-.PP36A_A0516_Econ_b6_3.JF293564,5.0,37.0,10.0,41.0,0.55,0.935177
D.UG.1992.cladeD_control_UG005.KC329769,4.0,26.0,7.0,25.0,0.55,0.925135
D.UG.2004.BM-032-0.KC329767,4.0,21.0,7.0,29.0,0.79,0.778685
A1.UG.2004.BM-022-0.KC329762,2.0,14.0,8.0,29.0,0.52,0.916426
B.IT.1999.child_B380_month_26_clone_3.EF657959,2.0,16.0,1.0,14.0,1.75,0.551724
B.IT.1999.child_B380_month_26_clone_1.EF657958,2.0,17.0,1.0,14.0,1.65,0.574861
B.IT.1998.child_B306_month_52_clone_1a.EF657925,1.0,16.0,1.0,15.0,0.94,0.774194
B.IT.1997.child_B306_month_46_clone_1.EF657908,1.0,16.0,1.0,15.0,0.94,0.774194
B.DK.2001.PT520.AM285290,8.0,152.0,8.0,117.0,0.77,0.789138
B.GL.2000.GRL81.AM285269,11.0,162.0,7.0,119.0,1.15,0.480438
B.GL.2000.GRL63.AM285259,10.0,161.0,6.0,118.0,1.22,0.449673
B.GL.1999.GRL23.AM285232,12.0,162.0,8.0,117.0,1.08,0.525491
B.GL.1999.GRL8.AM285222,8.0,156.0,9.0,122.0,0.70,0.848115
B.DK.1999.PT174_0.AM285208,1.0,41.0,3.0,42.0,0.34,0.93909
B.DK.1998.PT131_0.AM285205,3.0,46.0,3.0,43.0,0.93,0.693507
B.DK.2001.PT513.AM285202,4.0,45.0,4.0,42.0,0.93,0.681752
C.DK.2001.PT417.AM285200,5.0,45.0,7.0,43.0,0.68,0.845257
B.DK.2000.PT237_0.AM285198,3.0,45.0,3.0,44.0,0.98,0.672482
B.GL.2000.GRL81.AM285177,3.0,45.0,2.0,41.0,1.37,0.544599
B.GL.2001.GRL69.AM285171,2.0,48.0,3.0,48.0,0.67,0.819185
B.GL.2000.GRL62.AM285166,1.0,43.0,4.0,43.0,0.25,0.97236
B.GL.1999.GRL54.AM285159,3.0,41.0,2.0,45.0,1.65,0.455401
B.GL.1999.GRL43.AM285153,3.0,45.0,2.0,41.0,1.37,0.544599
B.GL.1999.GRL34.AM285147,3.0,44.0,4.0,43.0,0.73,0.792741
B.GL.1999.GRL20.AM285138,2.0,43.0,3.0,43.0,0.67,0.819986
B.GL.1999.GRL19.AM285137,2.0,44.0,4.0,42.0,0.48,0.909232
B.GL.1999.GRL7.AM285128,3.0,46.0,3.0,46.0,1.00,0.661578
B.GL.1999.GRL4.AM285125,2.0,45.0,2.0,41.0,0.91,0.726416
B.DK.2001.PT484.AM285120,2.0,27.0,3.0,29.0,0.72,0.801029
B.DK.1997.PT93_0.AM285104,1.0,25.0,3.0,28.0,0.37,0.930078
C.AO.2001.SNS21.AY456287,6.0,38.0,7.0,29.0,0.65,0.87825
A6.LV.2000.00LV_N0128.AY291059,3.0,26.0,5.0,31.0,0.72,0.809037
A6.LV.2001.01LV_N0769.AY291055,2.0,26.0,5.0,31.0,0.48,0.917647
A6.LV.2001.01LV_N0740.AY291050,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_Z325.AY291046,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_A355.AY291039,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0825.AY291038,3.0,27.0,5.0,29.0,0.64,0.849936
A6.LV.2001.01LV_N0817.AY291032,3.0,27.0,5.0,30.0,0.67,0.837066
A6.LV.2001.01LV_N0800.AY291023,5.0,28.0,5.0,30.0,1.07,0.588538
A6.LV.2001.01LV_N0799.AY291022,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0798.AY291021,3.0,27.0,7.0,31.0,0.49,0.935653
A6.LV.2001.01LV_N0793.AY291018,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0784.AY291015,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0774.AY291010,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0761.AY290999,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0751.AY290989,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_N0581.AY290983,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0739.AY290982,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0733.AY290978,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0266.AY290976,2.0,27.0,5.0,31.0,0.46,0.925138
A6.LV.2001.01LV_N0726.AY290972,3.0,27.0,6.0,30.0,0.56,0.901417
A6.LV.2001.01LV_N0722.AY290968,3.0,27.0,5.0,30.0,0.67,0.837066
A6.LV.2001.01LV_N0400.AY290965,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2000.00LV_N0310.AY290963,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0266.AY290879,5.0,49.0,10.0,49.0,0.50,0.95503
U.SE.2000.00SE_18766.AY165283,19.0,210.0,22.0,164.0,0.67,0.933765
C.SE.1999.99SE_16069.AY165205,23.0,214.0,25.0,162.0,0.70,0.933162
B.DK.-.DDI23.AJ582157,3.0,127.0,5.0,84.0,0.40,0.954562
B.SE.1987.p1_136_1987.U68509,1.0,49.0,0.0,47.0,inf,0.510417
J.SE.-.SE7022_7022G.L41179,5.0,45.0,8.0,45.0,0.62,0.885165
B.SE.1987.B254-control.L39055,0.0,34.0,0.0,41.0,undef,1
B.SE.1987.B197-control.L39057,1.0,34.0,1.0,41.0,1.21,0.704505
B.SE.1987.B183-control.L39056,2.0,33.0,1.0,42.0,2.55,0.409211
B.SE.1987.5031PO.L39041,3.0,74.0,1.0,53.0,2.15,0.44378
B.SE.1987.153-control.L39053,1.0,34.0,0.0,41.0,inf,0.453333
B.IT.-.A_193_4361_5.L08328,0.0,15.0,2.0,14.0,0.00,1
B.LV.2001.01LV_MSM045_1997_B.EU702613,3.0,49.0,2.0,48.0,1.47,0.509872
B.LV.2001.01LV_MSM040_1996_B.EU702608,3.0,48.0,5.0,49.0,0.61,0.859203
B.LV.2003.03LV_MSM026_2003_B.EU702595,3.0,47.0,4.0,48.0,0.77,0.773632
A6.LV.2003.03LV_MSM023_2003_A1.EU702593,7.0,49.0,9.0,48.0,0.76,0.806461
B.LV.2002.02LV_MSM021_2002_B.EU702591,5.0,50.0,2.0,47.0,2.35,0.244206
A6.LV.2002.02LV_MSM020_2002_A1.EU702590,5.0,50.0,10.0,47.0,0.47,0.966232
A6.LV.1998.98LV_IDU016_1998_A1.EU702568,5.0,48.0,10.0,48.0,0.50,0.955331
A6.LV.2003.03LV_IDU011_1997_A1.EU702563,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2000.00LV_IDU010_1998_A1.EU702562,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.1998.98LV_IDU009_1998_A1.EU702561,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2001.01LV_IDU007_1998_A1.EU702559,5.0,49.0,10.0,49.0,0.50,0.95503
B.LV.2002.02LV_HET068_1996_B.EU702551,3.0,49.0,2.0,49.0,1.50,0.5
A6.LV.1999.99LV_HET064_1999_A1.EU702548,4.0,49.0,10.0,48.0,0.39,0.981829
A6.LV.1999.LV_HET063_1999_A1.EU702547,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2003.03LV_HET055_2003_A1.EU702540,5.0,49.0,12.0,49.0,0.42,0.984666
02_AG.LV.2003.03LV_HET046_2003.EU702532,8.0,50.0,7.0,45.0,1.03,0.58894
A6.LV.2003.03LV_HET035_2002_A1.EU702521,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.2002.02LV_HET027_2002_A1.EU702513,7.0,49.0,9.0,49.0,0.78,0.793486
A6.LV.2002.02LV_HET026_2002_A1.EU702512,5.0,50.0,10.0,48.0,0.48,0.962615
A6.LV.2002.02LV_HET024_2002_A1.EU702510,4.0,49.0,10.0,49.0,0.40,0.979807
0102.LV.1998.98LV_HET001_1998.EU702489,6.0,49.0,8.0,46.0,0.70,0.840444
A6.LV.2005.05LV_S2146_2005_p17_A1.FJ429549,7.0,48.0,10.0,49.0,0.71,0.846445
A6.LV.2005.05LV_IDU_S2134_2005_p17_A1.FJ429544,4.0,50.0,11.0,48.0,0.35,0.991095
A6.LV.2005.05LV_IDU_S2114_2005_p17_A1.FJ429531,7.0,49.0,10.0,49.0,0.70,0.857065
A6.LV.2005.05LV_S2103_2005_p17_A1.FJ429526,7.0,49.0,10.0,48.0,0.69,0.867686
A6.LV.2005.05LV_IDU_S2097_2005_p17_A1.FJ429522,4.0,49.0,8.0,42.0,0.43,0.967777
A6.LV.2005.05LV_IDU_S2079_2005_p17_A1.FJ429513,7.0,50.0,9.0,48.0,0.75,0.81823
A6.LV.2005.05LV_HET_S2049_2005_p17_A1.FJ429500,7.0,48.0,11.0,49.0,0.65,0.89612
A6.LV.2005.05LV_S2036_2005_p17_A1.FJ429493,6.0,48.0,10.0,48.0,0.60,0.915166
A6.LV.2005.05LV_IDU_S2024_2005_p17_A1.FJ429484,6.0,50.0,10.0,47.0,0.56,0.934241
B.LV.2005.05LV_MSM_S2010_2005_p17_B.FJ429477,3.0,47.0,3.0,49.0,1.04,0.641178
A1.KE.-.PP135B_A0282_gconB26s1_bad.HQ423977,10.0,98.0,10.0,91.0,0.93,0.660059
C.ZA.-.PP99A_A0958_gconB13s1.HQ423954,14.0,107.0,8.0,112.0,1.83,0.107813
C.ZA.-.PP118A_A0091gconB22.HQ423824,11.0,106.0,11.0,104.0,0.98,0.60729
A1.UG.-.PP115A_A0429gconB22.HQ423821,14.0,118.0,14.0,95.0,0.81,0.794413
C.ZM.-.PP17A_A0475gconRetest.HQ423785,14.0,110.0,11.0,100.0,1.16,0.432633
C.ZA.-.A0311_gconB16s1.HQ423693,9.0,108.0,10.0,102.0,0.85,0.729596
D.UG.-.PP28B_A0608_gconB5s1.HQ423692,6.0,42.0,5.0,45.0,1.29,0.450469
A1.KE.-.PP43B_A0708_Gcon_B8_new.HQ423685,5.0,47.0,6.0,42.0,0.74,0.80062
D.KE.-.PP42A_A0162gconb6.HQ423683,6.0,42.0,3.0,44.0,2.10,0.218842
C.KE.-.PP48A_B0717_econB7.JF294720,8.0,48.0,12.0,59.0,0.82,0.76735
C.BW.-.PP106A_B0356_Envcon_b16_24.JF294283,3.0,29.0,8.0,39.0,0.50,0.930759
C.BW.-.PP106A_B0356_Envcon_b16_10.JF294209,3.0,29.0,8.0,38.0,0.49,0.936894
C.ZM.-.PP14A_A0097_ecx16B4.JF293907,3.0,27.0,4.0,39.0,1.08,0.607644
D.UG.-.PP35B_A0654_ECX10.JF293847,3.0,28.0,5.0,39.0,0.84,0.735454
D.UG.2004.BM-013-0.KC329759,3.0,28.0,9.0,30.0,0.36,0.985453
A1.UG.1992.cladeA_control_UG031.KC329768,5.0,30.0,5.0,28.0,0.93,0.679872
B.PE.-.pl26.EF680848,13.0,168.0,6.0,163.0,2.10,0.0876923
B.GL.2004.GRL97.AM285271,8.0,156.0,8.0,123.0,0.79,0.774106
B.GL.1999.GRL54.AM285251,5.0,161.0,10.0,120.0,0.37,0.985867
B.GL.1999.GRL27.AM285235,12.0,158.0,6.0,122.0,1.54,0.256982
01_AE.VN.2002.02VN117.AY283409,7.0,50.0,7.0,48.0,0.96,0.644637
01_AE.VN.2002.02VN116.AY283408,8.0,49.0,5.0,47.0,1.53,0.304129
01_AE.VN.2002.02VN114.AY283406,8.0,50.0,7.0,48.0,1.10,0.534616
01_AE.VN.2002.02VN113.AY283405,8.0,50.0,6.0,47.0,1.25,0.436056
01_AE.VN.2002.02VN108.AY283401,8.0,50.0,7.0,48.0,1.10,0.534616
01_AE.VN.2002.02VN103.AY283396,8.0,50.0,8.0,48.0,0.96,0.641489
A6.LV.2001.01LV_N0737.AY290960,6.0,47.0,10.0,49.0,0.63,0.900016
A6.LV.2001.01LV_N0738.AY290959,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2001.01LV_N0818.AY290938,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2001.01LV_N0089.AY290896,5.0,48.0,10.0,49.0,0.51,0.950918
A6.LV.2001.01LV_N0722.AY290871,5.0,49.0,10.0,49.0,0.50,0.95503
A6.LV.2001.01LV_N0705.AY290869,6.0,49.0,10.0,48.0,0.59,0.921791
A6.LV.2000.00LV_N0310.AY290866,4.0,48.0,9.0,48.0,0.44,0.964782
B.SE.1998.98SE_15612.AY165200,12.0,211.0,12.0,168.0,0.80,0.78583
11_cpx.CM.1996.96CM_4496.AF492623,124.0,1073.0,122.0,956.0,0.91,0.815521
C.SE.-.SE8565.U76148,5.0,19.0,5.0,17.0,0.89,0.718896
A.SE.-.SE8132.U76145,4.0,17.0,3.0,19.0,1.49,0.433529
B.SE.-.SE7898.U76133,0.0,18.0,4.0,17.0,0.00,1
F2.RU.-.RU30.U69664,1.0,20.0,4.0,16.0,0.20,0.988414
B.RU.-.RU27.U69660,0.0,18.0,2.0,15.0,0.00,1
B.RU.-.RU5.U69647,2.0,19.0,1.0,17.0,1.79,0.542857
G.SE.1993.6168E.L40745,6.0,22.0,3.0,16.0,1.45,0.416303
G.SE.1993.SE6165_6165E.L40743,7.0,23.0,1.0,15.0,4.57,0.0852223
D.TZ.-.A0611_gconB20.HQ423969,10.0,112.0,8.0,100.0,1.12,0.503431
A1.KE.-.PP75A_A0869gconB14.HQ423790,14.0,108.0,13.0,94.0,0.94,0.651756
C.BW.-.PP37B_B0786gconB6s2.HQ423748,12.0,112.0,12.0,98.0,0.88,0.714519
C.ZM.-.PP22A_A0586gconRetest.HQ423718,9.0,109.0,11.0,101.0,0.76,0.811834
C.ZA.-.PP98A_B0297_ECX1B12.JF294966,3.0,36.0,10.0,44.0,0.37,0.982094
A1.KE.-.PP63B_B0944_ECX1B10.JF294958,4.0,34.0,8.0,46.0,0.68,0.844439
C.BW.-.PP36A_A0516_Econ_b6_14.JF294941,5.0,37.0,10.0,41.0,0.55,0.935177
A1.KE.-.PP133B_B0309_ENV_17.JF294914,2.0,38.0,11.0,53.0,0.25,0.994274
C.ZA.-.PP56A_A0735_ESM12Br1.JF294834,4.0,38.0,12.0,43.0,0.38,0.988996
D.UG.-.PP33B_B0773_econB6original.JF294775,5.0,34.0,9.0,45.0,0.74,0.817177
A1.KE.-.PP133B_B0309_ENV_40.JF294734,2.0,34.0,11.0,50.0,0.27,0.992837
C.ZA.-.PP1A_10000008_esm169.JF294696,3.0,34.0,13.0,47.0,0.32,0.993489
D.UG.-.PP35B_A0654_ECX09.JF294616,3.0,29.0,6.0,42.0,0.72,0.800978
A1.KE.-.PP41A_B0674_econB7.JF294604,2.0,36.0,10.0,44.0,0.24,0.995067
A1.UG.-.PP103A_B0248_Econ_b16_24.JF294489,2.0,35.0,10.0,46.0,0.26,0.992848
C.ZA.-.A0585_A0585_econB20s1.JF294462,5.0,39.0,7.0,38.0,0.70,0.839125
A1.KE.-.PP63B_B0944_ECX5B10.JF294433,4.0,34.0,8.0,46.0,0.68,0.844439
C.ZA.-.PP3A_A0811_esm34B4.JF294427,5.0,35.0,12.0,46.0,0.55,0.943639
A1.KE.-.PP133B_B0309_ENV_30.JF294421,2.0,37.0,11.0,53.0,0.26,0.993482
A1.KE.-.PP63B_B0944_ECX11B10.JF294377,5.0,35.0,8.0,46.0,0.82,0.75021
C.ZA.-.PP94A_B0728_ECX5B12.JF294282,3.0,35.0,13.0,46.0,0.30,0.995189
A1.KE.-.PP133B_B0309_ENV_16.JF294258,2.0,38.0,11.0,53.0,0.25,0.994274
C.ZA.-.PP118B_B0107_econB22s1.JF294249,6.0,44.0,8.0,44.0,0.75,0.808665
C.BW.-.PP70A_A0407_ESM4B13.JF294178,8.0,37.0,9.0,45.0,1.08,0.534986
A1.KE.-.PP133B_B0309_ENV_24.JF294151,2.0,34.0,11.0,53.0,0.28,0.990313
C.ZA.-.PP107B_A0024_econB16s1.JF294118,2.0,32.0,8.0,46.0,0.36,0.968743
A1.UG.-.PP103A_B0248_Econ_b16_14.JF294058,3.0,34.0,10.0,44.0,0.39,0.977
C.ZM.-.PP10A_A0283_ecxB9s2.JF293975,3.0,34.0,9.0,48.0,0.47,0.945597
C.ZA.-.PP3A_A0811_esm27B4.JF293951,4.0,34.0,13.0,47.0,0.43,0.980382
D.UG.-.PP114A_B0550_econB21.JF293909,4.0,34.0,8.0,47.0,0.69,0.834521
A1.UG.-.PP103A_B0248_Econ_b16_32.JF293851,2.0,34.0,10.0,44.0,0.26,0.99351
D.UG.-.PP67B_B0209_ECX6B10.JF293808,7.0,36.0,8.0,43.0,1.05,0.574234
A1.KE.-.PP75B_B0362_ECX21B14.JF293787,8.0,38.0,6.0,40.0,1.40,0.344235
C.BW.-.PP36A_A0516_Econ_b6_15.JF293658,5.0,35.0,9.0,42.0,0.67,0.865966
A1.KE.-.PP133A_A0234_ESM3B25.JF293645,2.0,36.0,11.0,47.0,0.24,0.996178
C.ZA.-.PP3A_A0811_esm71B4.JF293613,5.0,33.0,12.0,47.0,0.59,0.920487
A1.KE.-.PP63A_A0600_ecx27B10_doublepeaks.JF293609,4.0,33.0,11.0,48.0,0.53,0.93873
C.ZA.-.PP93B_A0723_ecx03B12.JF293606,2.0,35.0,12.0,46.0,0.22,0.997915
C.ZM.-.PP24A_A0564_ESM17B9.JF293537,5.0,36.0,7.0,45.0,0.89,0.697016
D.UG.-.PP35B_A0654_ECX12.JF293527,3.0,29.0,6.0,42.0,0.72,0.800978
C.ZM.-.PP21A_B0633_econB5.JF293478,5.0,42.0,6.0,31.0,0.62,0.886414
B.SE.2004.SE_P93.3050.EU010360,1.0,25.0,3.0,28.0,0.37,0.930078
B.SE.2003.SE_P88.27782.EU010356,2.0,26.0,3.0,28.0,0.72,0.800592
B.SE.2003.SE_P86.27780.EU010354,1.0,26.0,2.0,28.0,0.54,0.867925
B.SE.2003.SE_P80.25862.EU010351,0.0,24.0,2.0,28.0,0.00,1
B.SE.2002.SE_P74.24677.EU010343,1.0,25.0,2.0,29.0,0.58,0.852685
B.SE.2001.SE_P58.22946.EU010328,1.0,24.0,5.0,29.0,0.24,0.979309
B.SE.2001.SE_P54.22340.EU010325,1.0,25.0,1.0,29.0,1.16,0.716282
B.SE.2001.SE_P49.22117.EU010320,2.0,27.0,2.0,26.0,0.96,0.709212
B.SE.2001.SE_P47.21896.EU010318,1.0,28.0,1.0,26.0,0.93,0.772886
B.SE.2001.SE_P33.21453.EU010309,1.0,28.0,1.0,26.0,0.93,0.772886
B.SE.1996.SE_P10.9490.EU010296,2.0,25.0,2.0,28.0,1.12,0.650388
B.SE.1997.SE_P22.12700.EU010276,2.0,17.0,3.0,27.0,1.06,0.650942
01_AE.VN.-.HN67.FJ009361,2.0,23.0,6.0,19.0,0.28,0.989541
01_AE.VN.2006.06_HP17.FJ009350,1.0,19.0,8.0,23.0,0.15,0.998167
01_AE.VN.2006.06_HN88.FJ009336,1.0,20.0,6.0,22.0,0.18,0.993678
01_AE.VN.2006.06_HP13.FJ009335,4.0,20.0,5.0,22.0,0.88,0.721109
B.DK.2001.PT342.AM285283,4.0,153.0,10.0,117.0,0.31,0.993188
B.GL.2001.GRL73.AM285265,10.0,164.0,9.0,114.0,0.77,0.79638
B.GL.2001.GRL67.AM285261,11.0,159.0,7.0,120.0,1.19,0.456821
B.GL.1999.GRL38.AM285240,10.0,160.0,6.0,118.0,1.23,0.444588
B.GL.1999.GRL17.AM285228,9.0,161.0,5.0,120.0,1.34,0.400488
B.DK.2000.PT191_0.AM285210,2.0,46.0,2.0,41.0,0.89,0.734206
B.DK.1998.PT136_0.AM285206,3.0,42.0,3.0,45.0,1.07,0.628217
B.GL.2002.GRL53.AM285158,2.0,46.0,2.0,40.0,0.87,0.742945
B.GL.1999.GRL28.AM285145,4.0,45.0,2.0,42.0,1.87,0.371783
B.GL.1999.GRL26.AM285143,2.0,45.0,2.0,42.0,0.93,0.717628
B.GL.1999.GRL9.AM285130,3.0,43.0,3.0,43.0,1.00,0.661968
B.DK.2001.PT342.AM285118,2.0,28.0,1.0,27.0,1.93,0.513894
B.DK.2001.PT348.AM285115,3.0,26.0,7.0,27.0,0.45,0.956315
B.DK.1997.PT118_0.AM285106,5.0,31.0,4.0,29.0,1.17,0.54403
B.DK.1998.PT131_0.AM285102,3.0,32.0,2.0,27.0,1.27,0.581908
B.DK.1997.PT112_0.AM285101,3.0,26.0,1.0,27.0,3.12,0.290788
B.DK.1990.BIO17_1.AM285100,4.0,27.0,2.0,27.0,2.00,0.334368
B.GL.2003.GRL109.AM285099,2.0,27.0,0.0,28.0,inf,0.236364
B.GL.2003.GRL101.AM285091,3.0,28.0,4.0,26.0,0.70,0.819486
B.GL.2000.GRL57.AM285071,3.0,27.0,5.0,27.0,0.60,0.874963
B.GL.2000.GRL55.AM285069,3.0,28.0,4.0,26.0,0.70,0.819486
B.GL.2002.GRL42.AM285061,3.0,25.0,3.0,26.0,1.04,0.646867
B.GL.1999.GRL9.AM285039,3.0,27.0,5.0,27.0,0.60,0.874963
D.SE.-.M4_X4_pi.AY619767,4.0,21.0,8.0,29.0,0.69,0.84922
B.DK.2000.181.AJ419427,8.0,155.0,8.0,116.0,0.75,0.805634
C.VN.2002.02VN112.AY283417,2.0,29.0,6.0,24.0,0.28,0.987846
01_AE.VN.2002.02VN107.AY283414,4.0,28.0,9.0,25.0,0.40,0.985091
A6.LV.2001.01LV_N0820.AY291058,3.0,27.0,5.0,31.0,0.69,0.824018
A6.LV.2001.01LV_N0815.AY291057,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_S152.AY291054,3.0,27.0,6.0,31.0,0.57,0.891431
A6.LV.2001.01LV_R135.AY291053,3.0,27.0,5.0,31.0,0.69,0.824018
